text,top_class,hate_speech,offensive_language,neither
Sup,neither,0.03945320844208391,0.33037608806864915,0.630170703489267
Hi,neither,0.03945320844208391,0.33037608806864915,0.630170703489267
Hi,neither,0.03945320844208391,0.33037608806864915,0.630170703489267
hi,neither,0.03945320844208391,0.33037608806864915,0.630170703489267
Hi :],neither,0.03945320844208391,0.33037608806864915,0.630170703489267
IS IT TIME,neither,0.04957552498532811,0.36090464428914903,0.5895198307255228
Hi,neither,0.03945320844208391,0.33037608806864915,0.630170703489267
First,neither,0.02604892428726219,0.3349864360510187,0.6389646396617191
hu,neither,0.03945320844208391,0.33037608806864915,0.630170703489267
hey,neither,0.03945320844208391,0.33037608806864915,0.630170703489267
NINJA#,neither,0.03945320844208391,0.33037608806864915,0.630170703489267
ninjaBlast,neither,0.03945320844208391,0.33037608806864915,0.630170703489267
OH BOY,neither,0.04768565599480007,0.25364348607606696,0.698670857929133
Hey,neither,0.03945320844208391,0.33037608806864915,0.630170703489267
HEY,neither,0.03945320844208391,0.33037608806864915,0.630170703489267
Yo yo yo,offensive_language,0.04010381111145228,0.5271105317972344,0.4327856570913131
Hi#,neither,0.03945320844208391,0.33037608806864915,0.630170703489267
ayooooo,neither,0.03945320844208391,0.33037608806864915,0.630170703489267
aye,neither,0.03945320844208391,0.33037608806864915,0.630170703489267
Ninja!!!!!!!!,neither,0.03945320844208391,0.33037608806864915,0.630170703489267
Wassup,neither,0.33529425248498695,0.08556156890646638,0.5791441786085466
Heyyyy,neither,0.03945320844208391,0.33037608806864915,0.630170703489267
First,neither,0.02604892428726219,0.3349864360510187,0.6389646396617191
heyy,neither,0.03945320844208391,0.33037608806864915,0.630170703489267
im ready :)),neither,0.03818232412599748,0.37856242343539415,0.5832552524386084
hi im new here,neither,0.09847856385442037,0.22960955495433685,0.6719118811912428
sup bitches,offensive_language,0.003248617062994486,0.9967511955970789,1.873399265961554e-07
Lol,neither,0.020706217963973744,0.4882283491876925,0.4910654328483337
NINJAAA,neither,0.03945320844208391,0.33037608806864915,0.630170703489267
!3wins,neither,0.03945320844208391,0.33037608806864915,0.630170703489267
OH BOY OH BOY,neither,0.04768565599480007,0.25364348607606696,0.698670857929133
"""I'm winning 3 games in a row. Quote me"" - Ninja 10/25/2016 at 6:10PM EST",neither,0.03524968243292047,0.36264782320882794,0.6021024943582516
Ninjaaaa,neither,0.03945320844208391,0.33037608806864915,0.630170703489267
Hey,neither,0.03945320844208391,0.33037608806864915,0.630170703489267
Sup,neither,0.03945320844208391,0.33037608806864915,0.630170703489267
Heyyyy,neither,0.03945320844208391,0.33037608806864915,0.630170703489267
Ninja,neither,0.03945320844208391,0.33037608806864915,0.630170703489267
Hmmmm,neither,0.03945320844208391,0.33037608806864915,0.630170703489267
Yo bro,neither,0.03974683120978326,0.44783470182118906,0.5124184669690278
Sup bois,neither,0.03945320844208391,0.33037608806864915,0.630170703489267
Ayy,neither,0.03945320844208391,0.33037608806864915,0.630170703489267
#faithful viewer,neither,0.03945320844208391,0.33037608806864915,0.630170703489267
Yo##,offensive_language,0.04010381111145228,0.5271105317972344,0.4327856570913131
helloo,neither,0.03945320844208391,0.33037608806864915,0.630170703489267
thank god for the early stream,neither,0.03492331401799617,0.2811824539843108,0.683894231997693
Let's go boyzzzz,neither,0.01806316484133749,0.39391011985298136,0.5880267153056813
Yoooooo,neither,0.03945320844208391,0.33037608806864915,0.630170703489267
ninjaRose ninjaRose ninjaRose ninjaRose ninjaRose ninjaRose ninjaRose ninjaRose ninjaRose ninjaRose ninjaRose ninjaRose ninjaRose ninjaRose ninjaRose ninjaRose ninjaRose,neither,0.03945320844208391,0.33037608806864915,0.630170703489267
Yeet,neither,0.03945320844208391,0.33037608806864915,0.630170703489267
Ninjaaaaa,neither,0.03945320844208391,0.33037608806864915,0.630170703489267
Not 1st,neither,0.037534125326998735,0.33762879386233485,0.6248370808106664
Is this ninja hypher,neither,0.049443321117322546,0.32880102194283745,0.62175565693984
Hi,neither,0.03945320844208391,0.33037608806864915,0.630170703489267
Yooooo,neither,0.03945320844208391,0.33037608806864915,0.630170703489267
Baby ninja,neither,0.03945320844208391,0.33037608806864915,0.630170703489267
hellllooo @ninja hey chat,neither,0.03945320844208391,0.33037608806864915,0.630170703489267
!fortnite,neither,0.03945320844208391,0.33037608806864915,0.630170703489267
Graphics - https://goo.gl/tBr6Nw | Keybinds U & O are mapped to Mouse 4 & 5 | Sens .07 - https://goo.gl/1Zv8vA | DPI 800,neither,0.05940825338327743,0.3001685827088225,0.6404231639079
hi8,neither,0.03945320844208391,0.33037608806864915,0.630170703489267
nnnnnneeeerrrrddddzzzzz,neither,0.03945320844208391,0.33037608806864915,0.630170703489267
Yea,neither,0.03908133164861177,0.3366878077749653,0.624230860576423
Ninja,neither,0.03945320844208391,0.33037608806864915,0.630170703489267
Let’s GOOOOOOO,neither,0.01259774405356427,0.402817721707079,0.5845845342393566
BLACKBEAR!!!,neither,0.03945320844208391,0.33037608806864915,0.630170703489267
yoo,neither,0.03945320844208391,0.33037608806864915,0.630170703489267
ninjaPon ninjaPon ninjaPon,neither,0.03945320844208391,0.33037608806864915,0.630170703489267
!title,neither,0.03945320844208391,0.33037608806864915,0.630170703489267
I love your stream setup,neither,0.06154773402109554,0.3346152540893564,0.6038370118895481
waddup,neither,0.03945320844208391,0.33037608806864915,0.630170703489267
ninjaPon,neither,0.03945320844208391,0.33037608806864915,0.630170703489267
Wilmobar -> Current Stream Title: New shooting test! | Love is in the air! | NVIDIA GeForce GTX 1080 Ti !giveaway http://vast.mx/N1080GA | Follow my twitter @ninja,neither,0.035770275429616784,0.32159979321674176,0.6426299313536414
ayee,neither,0.03945320844208391,0.33037608806864915,0.630170703489267
NINJA,neither,0.03945320844208391,0.33037608806864915,0.630170703489267
Hey,neither,0.03945320844208391,0.33037608806864915,0.630170703489267
Meh,neither,0.03945320844208391,0.33037608806864915,0.630170703489267
Who made your graphics?,neither,0.09992315518052965,0.419580478843645,0.4804963659758254
Oof,neither,0.03945320844208391,0.33037608806864915,0.630170703489267
Yuhhhh,neither,0.03945320844208391,0.33037608806864915,0.630170703489267
Hi,neither,0.03945320844208391,0.33037608806864915,0.630170703489267
!song,neither,0.038601720699969956,0.3448280572582511,0.616570222041779
hi,neither,0.03945320844208391,0.33037608806864915,0.630170703489267
